PSMC3	0	0	1	0
MIR518D	0	0	0	1
N4BP3	1	0	0	0
C1orf110	0	0	1	0
SNORD111B	0	0	0	1
MIR5186	0	0	0	1
MIR766	0	0	0	1
MIR769	0	0	0	1
SNW1	0	0	1	0
SNORA36A	0	0	0	1
LOC100506314	1	0	0	0
IER5	0	0	1	0
CFD	1	0	0	0
MIR3153	0	0	0	1
MIR371B	0	0	0	1
CA6	0	0	1	0
SNORD30	0	0	0	1
AIF1	1	0	0	0
RND2	1	0	0	0
FUT4	1	0	0	0
TLN1	1	0	0	0
CMTM5	0	0	1	0
TRIM10	1	0	0	0
COL11A2	1	0	0	0
SNORA28	0	0	1	0
MIR4696	0	0	0	1
MIR494	0	1	0	0
MIR498	0	1	0	0
FAU	1	0	0	0
MICA	1	0	0	0
WTAPP1	1	0	0	0
LOC100128338	1	0	0	0
PLEKHH3	1	0	0	0
PXT1	0	1	0	0
IFITM5	1	0	0	0
RAB5B	0	0	1	0
MIR3907	0	1	0	0
MIR1470	0	0	0	1
HLA-DRB6	1	0	0	0
ARRDC2	0	1	0	0
MIR518B	0	0	0	1
CLECL1	0	1	0	0
PTGES3	0	0	1	0
MIR545	0	0	1	0
MIR543	0	0	0	1
DDAH2	1	0	0	0
CD2BP2	1	0	0	0
GGCX	1	0	0	0
LOC100289509	0	0	1	0
MIR4473	0	0	0	1
MIR1178	0	1	0	0
ZNF598	1	0	0	0
EXOSC1	0	0	1	0
SPEN	0	0	1	0
MIR597	0	0	0	1
SLC11A2	0	0	1	0
SNORD115-1	0	0	0	1
CYP26B1	1	0	0	0
LOC149950	1	0	0	0
SNORD58C	0	0	1	0
MIR33B	0	1	0	0
ZNF181	1	0	0	0
BUB3	0	0	1	0
DAP3	0	0	1	0
SGOL1-AS1	0	0	0	1
HBE1	1	0	0	0
C1orf56	0	0	1	0
MIR938	0	0	0	1
SNORA9	0	0	1	0
SHISA5	1	0	0	0
SNORA1	0	0	0	1
MIR520C	0	0	0	1
SNORA3	0	0	1	0
MIR520G	0	0	1	0
MIR520D	0	0	1	0
SNORA6	1	0	0	0
PDGFRB	1	0	0	0
CHAD	1	0	0	0
MIR4755	0	0	0	1
ZNF233	1	0	0	0
SNORD115-37	0	0	1	0
MIR612	0	0	0	1
TIGD7	1	0	0	0
MIR371A	0	1	0	0
MIR5010	0	0	1	0
MIR593	0	0	0	1
PTGFRN	0	0	1	0
MIR759	0	0	0	1
SNORA5A	0	1	0	0
MIR205	0	0	0	1
SNORA5B	0	1	0	0
SH3D21	1	0	0	0
MTO1	0	0	1	0
TTC25	0	0	1	0
CST4	1	0	0	0
SEPHS2	1	0	0	0
MIR3911	0	0	0	1
LOC440300	0	0	1	0
OPN1LW	0	1	0	0
FRMD6-AS1	0	0	1	0
MIR4706	0	0	0	1
SNORA54	0	0	0	1
SNORA56	0	1	0	0
MIR1295A	0	0	0	1
MIR4324	0	0	0	1
AMIGO1	0	0	1	0
SNORD88A	0	0	1	0
SNORD88B	0	0	1	0
MIR369	0	0	0	1
SNORD33	0	1	0	0
NR1D2	1	0	0	0
MIR181D	0	0	1	0
MIR181C	0	0	0	1
LOC388152	0	0	1	0
HDGFRP3	0	0	1	0
MIR373	0	0	0	1
RGL2	1	0	0	0
MIR98	0	0	0	1
MIR3940	0	0	0	1
PHLDA2	0	0	1	0
ZNF540	1	0	0	0
MIR877	0	0	0	1
C14orf37	0	0	1	0
MIR875	0	0	0	1
COL9A2	0	0	1	0
LSM7	0	1	0	0
MFSD4	0	0	1	0
CHRM1	0	0	1	0
MIR3646	0	0	0	1
PANK2	1	0	0	0
MIR22HG	1	0	0	0
LMNA	0	0	1	0
MIR1227	0	0	0	1
SNORA74B	0	1	0	0
VAMP1	1	0	0	0
SNORD31	0	0	0	1
PFKFB2	0	0	1	0
AOAH-IT1	0	0	0	1
MMP1	0	1	0	0
MIR519E	0	1	0	0
ADD3	0	0	1	0
LYVE1	0	0	1	0
LOC100996455	0	0	1	0
MIR4315-1	0	0	0	1
BLCAP	0	0	1	0
MIR653	0	0	1	0
MIR656	0	0	0	1
MIR654	0	0	0	1
PPP1R3F	1	0	0	0
ZNF384	0	0	1	0
RSPH4A	1	0	0	0
CACNA1B	1	0	0	0
MIR4703	0	0	0	1
MIR4740	0	0	0	1
ERBB3	0	0	1	0
ZNF205	0	0	1	0
SNORA19	0	1	0	0
BMP8B	1	0	0	0
MIR4748	0	0	0	1
MIR4802	0	1	0	0
MIR4800	0	0	0	1
MIR125B1	0	0	0	1
SCARNA8	0	1	0	0
SNORD83A	0	0	1	0
USP35	0	0	0	1
BRD2	1	0	0	0
BRD3	0	0	0	1
MIR150	0	0	1	0
MIR152	0	0	0	1
MIR5196	0	1	0	0
SNHG4	1	0	0	0
MIR5194	0	0	0	1
SNHG1	1	0	0	0
MIR5193	0	0	1	0
MIR3155A	0	0	0	1
SNORA71B	0	0	1	0
SNORA71A	0	0	0	1
MIR146A	0	0	0	1
ATRAID	0	0	1	0
HELZ	1	0	0	0
SNORD117	0	1	0	0
MIR432	0	0	0	1
OR9K2	1	0	0	0
MIR515-1	0	0	0	1
SNORD91A	0	0	1	0
PNPLA2	0	1	0	0
PCTP	0	0	0	1
PNPLA5	1	0	0	0
TRPM4	1	0	0	0
TFR2	1	0	0	0
FAM86A	1	0	0	0
GCKR	1	0	0	0
ESPNL	1	0	0	0
PCDHGA2	1	0	0	0
GIMAP5	1	0	0	0
C19orf73	0	0	1	0
ARHGEF39	1	0	0	0
MIR4517	0	0	1	0
ZNF619	1	0	0	0
PSMB3	0	1	0	0
LOC221122	0	0	1	0
MTMR9LP	0	0	1	0
MIR3690	1	0	0	0
EIF4EBP3	1	0	0	0
DPF2	0	0	1	0
TBX3	1	0	0	0
PSTPIP1	0	0	1	0
ZNF503-AS1	0	0	1	0
LINC00612	0	0	1	0
FLG2	0	0	1	0
MIR135A1	0	0	0	1
MIR4659A	0	1	0	0
MIR4659B	0	0	0	1
LY6G6F	0	0	1	0
KRTAP19-2	0	1	0	0
SNAR-A9	0	0	0	1
FOSL1	1	0	0	0
TAS2R30	1	0	0	0
SNAR-A1	0	0	0	1
SNORD50A	0	1	0	0
MIR581	0	0	0	1
MIR580	0	0	1	0
LCE2C	1	0	0	0
LCE2A	0	0	1	0
NEAT1	0	0	1	0
MIR744	0	0	0	1
MIR211	0	0	0	1
MIR5090	1	0	0	0
MIR181B2	0	0	0	1
SCARNA14	0	0	0	1
MIR219-1	0	0	1	0
VTRNA1-3	1	0	0	0
CCDC85B	0	0	1	0
VTRNA1-1	0	0	1	0
SNORA46	0	0	1	0
SNORA47	0	0	0	1
SNORA40	0	0	0	1
GPRIN1	1	0	0	0
MIR4285	0	0	0	1
SPDYE2	1	0	0	0
SNORD116-26	0	0	0	1
MAP6	0	0	1	0
GTF2IRD2B	1	0	0	0
RPL29	1	0	0	0
RNU11	0	1	0	0
SPRN	0	0	1	0
MIR3908	0	0	0	1
MKRN7P	1	0	0	0
SENP3-EIF4A1	1	0	0	0
SUOX	1	0	0	0
SNORD115-6	0	0	0	1
SNORD115-7	0	0	0	1
C10orf32	1	0	0	0
PEAK1	0	0	1	0
MIR550A3	0	0	0	1
MIR377	0	0	0	1
SLC7A5P2	1	0	0	0
CNRIP1	0	0	0	1
ZNF358	1	0	0	0
SNORA11C	0	1	0	0
MIR567	0	0	0	1
MIR409	0	0	0	1
C1S	0	0	1	0
HLA-DQA2	1	0	0	0
HECTD3	0	0	1	0
NGDN	1	0	0	0
MIR4479	0	0	0	1
MIR3198-2	0	1	0	0
MIR1193	0	0	0	1
MROH8	1	0	0	0
LRFN4	0	0	1	0
S100A16	0	0	1	0
PLVAP	1	0	0	0
MIR4513	0	0	0	1
BCS1L	1	0	0	0
MIR4518	0	1	0	0
SNORD116-3	0	0	0	1
SAP18	1	0	0	0
PIANP	1	0	0	0
CCIN	0	0	0	1
SERPINB9	1	0	0	0
MIR3177	0	0	0	1
C12orf42	1	0	0	0
MIR200C	0	1	0	0
LOC613038	0	0	1	0
KRTAP10-6	0	0	1	0
SCGB2A1	0	0	1	0
ZNF569	1	0	0	0
SNORA68	0	0	0	1
ASPHD1	1	0	0	0
BEND3P3	0	0	1	0
ZNF213	1	0	0	0
TRIM36	0	0	0	1
SNORD115-18	0	1	0	0
SSU72	0	0	1	0
SNORD115-14	0	1	0	0
SNORD115-17	0	0	1	0
SNORD115-11	0	0	1	0
FLG	0	0	1	0
UBAP1	1	0	0	0
MIR639	0	1	0	0
MIR636	0	0	0	1
SNORA7A	0	0	0	1
PVRL2	1	0	0	0
LINC00324	0	0	1	0
PIK3R2	1	0	0	0
TFE3	1	0	0	0
PCBP1	1	0	0	0
SIRT3	0	0	1	0
SNORD116-12	0	1	0	0
SNORD32A	0	0	1	0
TTC9	0	0	1	0
PDIA3P	0	0	1	0
TMPRSS12	0	0	1	0
MIR3179-1	0	1	0	0
MIR642A	0	0	0	1
SNORA77	0	1	0	0
SNORA70	0	0	0	1
OLFML2B	0	0	1	0
MIR517C	0	0	0	1
LOC100129518	1	0	0	0
MIR541	0	0	0	1
SGSM3	1	0	0	0
MIR522	0	0	1	0
MIR524	0	0	1	0
DEFA11P	1	0	0	0
MIR103A1	0	0	0	1
MIR1250	0	0	0	1
MIR1253	0	1	0	0
MIR103A2	0	0	0	1
MIR940	0	0	0	1
MIR891B	0	0	0	1
MIR4490	0	0	0	1
MIR512-2	0	0	0	1
MIR512-1	0	1	0	0
CCDC101	1	0	0	0
NRBP2	0	0	1	0
MIR455	0	0	0	1
MIR3682	0	0	0	1
REEP2	1	0	0	0
FGF17	0	0	1	0
SNORD121B	0	0	0	1
FAM49B	0	0	0	1
HIST1H1T	1	0	0	0
STAG3L4	1	0	0	0
PAQR5	0	0	1	0
SNORD92	0	0	0	1
DEGS2	1	0	0	0
TACC1	1	0	0	0
MIR191	0	0	0	1
LINC00260	0	0	1	0
PRM3	1	0	0	0
PSMB8	1	0	0	0
MIR125A	0	1	0	0
ARL2	0	0	1	0
SCP2	0	0	1	0
CKMT1A	0	0	1	0
VHL	1	0	0	0
MIR4478	0	0	0	1
MIR101-1	0	0	0	1
P2RX6	1	0	0	0
C12orf71	1	0	0	0
C5orf28	0	0	0	1
SNORD22	1	0	0	0
CRABP2	0	0	1	0
SNORD26	0	0	1	0
SNORD28	0	1	0	0
SNORA16A	0	0	0	1
CRY2	0	0	1	0
TMEM115	1	0	0	0
AHDC1	0	0	1	0
SNORD7	0	0	0	1
LINC00568	0	0	1	0
SCARNA21	0	0	1	0
MIR5088	0	0	0	1
SLC35E2	0	0	1	0
VPS13A	1	0	0	0
GSG1	0	0	1	0
LDHC	0	0	1	0
MIR4725	0	0	0	1
GLIPR2	0	0	0	1
MIR4688	0	0	1	0
SNORA38	0	0	0	1
SNORD116-15	0	0	1	0
SNORD116-16	0	0	0	1
OR10J5	1	0	0	0
FAM101B	1	0	0	0
ILF3-AS1	1	0	0	0
SSBP4	1	0	0	0
NPM2	1	0	0	0
MIR101-2	0	0	0	1
KCNT1	1	0	0	0
GNA11	1	0	0	0
ATF4	0	0	1	0
TBC1D10B	0	0	0	1
